id,prescriber_last_name,prescriber_first_name,drug_name,drug_cost
1225095292,ABOU-FAYSSAL,NADA,AVONEX,137766.6
1225095292,ABOU-FAYSSAL,NADA,AVONEX PEN,66938.43
1225095292,ABOU-FAYSSAL,NADA,AZATHIOPRINE,614.0
1225095292,ABOU-FAYSSAL,NADA,BACLOFEN,1813.15
1225095292,ABOU-FAYSSAL,NADA,BETASERON,75972.55
1225095292,ABOU-FAYSSAL,NADA,BUSPIRONE HCL,785.16
1225095292,ABOU-FAYSSAL,NADA,BUTALBITAL-ACETAMINOPHEN-CAFFE,1763.57
1225095292,ABOU-FAYSSAL,NADA,CARBAMAZEPINE,590.47
1225095292,ABOU-FAYSSAL,NADA,CITALOPRAM HBR,70.63
1225095292,ABOU-FAYSSAL,NADA,CLONAZEPAM,433.34
1225095292,ABOU-FAYSSAL,NADA,CLOPIDOGREL,64.2
1225095292,ABOU-FAYSSAL,NADA,COPAXONE,194179.95
1225095292,ABOU-FAYSSAL,NADA,DEXTROAMPHETAMINE-AMPHETAMINE,450.8
1225095292,ABOU-FAYSSAL,NADA,DONEPEZIL HCL,129.26
1225095292,ABOU-FAYSSAL,NADA,DULOXETINE HCL,5092.95
1225095292,ABOU-FAYSSAL,NADA,ESCITALOPRAM OXALATE,119.68
1225095292,ABOU-FAYSSAL,NADA,FAMOTIDINE,52.26
1225095292,ABOU-FAYSSAL,NADA,GABAPENTIN,1638.66
1225095292,ABOU-FAYSSAL,NADA,GILENYA,160820.39
1225095292,ABOU-FAYSSAL,NADA,LAMICTAL,8056.57
1225095292,ABOU-FAYSSAL,NADA,LAMOTRIGINE,273.02
1225095292,ABOU-FAYSSAL,NADA,LEVETIRACETAM,287.15
1225095292,ABOU-FAYSSAL,NADA,LIDODERM,3156.06
1225095292,ABOU-FAYSSAL,NADA,LOSARTAN POTASSIUM,59.87
1225095292,ABOU-FAYSSAL,NADA,LYRICA,10149.15
1225095292,ABOU-FAYSSAL,NADA,NORTRIPTYLINE HCL,78.92
1225095292,ABOU-FAYSSAL,NADA,OXYBUTYNIN CHLORIDE,1324.69
1225095292,ABOU-FAYSSAL,NADA,PREDNISONE,114.87
1225095292,ABOU-FAYSSAL,NADA,SEROQUEL XR,5503.45
1225095292,ABOU-FAYSSAL,NADA,SERTRALINE HCL,53.55
1225095292,ABOU-FAYSSAL,NADA,TECFIDERA,329198.42
1225095292,ABOU-FAYSSAL,NADA,TEGRETOL XR,1346.89
1225095292,ABOU-FAYSSAL,NADA,TIZANIDINE HCL,1943.32
1225095292,ABOU-FAYSSAL,NADA,TOPIRAMATE,187.52
1225095292,ABOU-FAYSSAL,NADA,VENLAFAXINE HCL ER,129.61
1225095292,ABOU-FAYSSAL,NADA,VIMPAT,3462.25
1225095292,ABOU-FAYSSAL,NADA,ZOLPIDEM TARTRATE,201.64
1609867381,ABOU-GHAZALA,TAREK,AMLODIPINE BESYLATE,245.82
1609867381,ABOU-GHAZALA,TAREK,HYDROCHLOROTHIAZIDE,25.21
1609867381,ABOU-GHAZALA,TAREK,ISOSORBIDE MONONITRATE ER,105.66
1609867381,ABOU-GHAZALA,TAREK,LISINOPRIL,114.73
1609867381,ABOU-GHAZALA,TAREK,METOPROLOL TARTRATE,68.97
1336553676,ABOU-ISMAIL,MOUHAMED YAZAN,AMLODIPINE BESYLATE,221.33
1336553676,ABOU-ISMAIL,MOUHAMED YAZAN,ATORVASTATIN CALCIUM,254.72
1336553676,ABOU-ISMAIL,MOUHAMED YAZAN,FUROSEMIDE,23.88
1336553676,ABOU-ISMAIL,MOUHAMED YAZAN,GABAPENTIN,332.52
1336553676,ABOU-ISMAIL,MOUHAMED YAZAN,HYDROCHLOROTHIAZIDE,99.92
1336553676,ABOU-ISMAIL,MOUHAMED YAZAN,IRBESARTAN,191.46
1336553676,ABOU-ISMAIL,MOUHAMED YAZAN,LEVOTHYROXINE SODIUM,350.5
1336553676,ABOU-ISMAIL,MOUHAMED YAZAN,LISINOPRIL,69.56
1336553676,ABOU-ISMAIL,MOUHAMED YAZAN,LOSARTAN POTASSIUM,155.82
1336553676,ABOU-ISMAIL,MOUHAMED YAZAN,METOPROLOL SUCCINATE,139.51
1336553676,ABOU-ISMAIL,MOUHAMED YAZAN,OMEPRAZOLE,360.45
1336553676,ABOU-ISMAIL,MOUHAMED YAZAN,POLYETHYLENE GLYCOL 3350,325.46
1336553676,ABOU-ISMAIL,MOUHAMED YAZAN,ZETIA,2824.54
1184637084,ABOU-ISSA,FADI,ABILIFY,47958.73
1184637084,ABOU-ISSA,FADI,ACARBOSE,6990.83
1184637084,ABOU-ISSA,FADI,ACEBUTOLOL HCL,552.18
1184637084,ABOU-ISSA,FADI,ACETAZOLAMIDE,923.35
1184637084,ABOU-ISSA,FADI,ACITRETIN,11973.42
1184637084,ABOU-ISSA,FADI,ACTONEL,5693.73
1184637084,ABOU-ISSA,FADI,ADVAIR DISKUS,113814.17
1184637084,ABOU-ISSA,FADI,AGGRENOX,30600.31
1184637084,ABOU-ISSA,FADI,ALBUTEROL SULFATE,837.75
1184637084,ABOU-ISSA,FADI,ALENDRONATE SODIUM,4598.46
1184637084,ABOU-ISSA,FADI,ALLOPURINOL,3575.21
1184637084,ABOU-ISSA,FADI,ALPRAZOLAM,4523.79
1184637084,ABOU-ISSA,FADI,AMIODARONE HCL,2435.09
1184637084,ABOU-ISSA,FADI,AMITIZA,18854.28
1184637084,ABOU-ISSA,FADI,AMITRIPTYLINE HCL,2057.62
1184637084,ABOU-ISSA,FADI,AMLODIPINE BESYLATE,6108.46
1184637084,ABOU-ISSA,FADI,AMLODIPINE BESYLATE-BENAZEPRIL,8129.72
1184637084,ABOU-ISSA,FADI,AMLODIPINE-VALSARTAN,5148.74
1184637084,ABOU-ISSA,FADI,AMLODIPINE-VALSARTAN-HCTZ,1904.61
1184637084,ABOU-ISSA,FADI,AMOXICILLIN-CLAVULANATE POTASS,256.86
1184637084,ABOU-ISSA,FADI,AMPICILLIN TRIHYDRATE,83.12
1184637084,ABOU-ISSA,FADI,ANASTROZOLE,279.67
1184637084,ABOU-ISSA,FADI,ANORO ELLIPTA,8577.9
1184637084,ABOU-ISSA,FADI,ARIPIPRAZOLE,8534.67
1184637084,ABOU-ISSA,FADI,ARMOUR THYROID,214.12
1184637084,ABOU-ISSA,FADI,ASPIRIN-DIPYRIDAMOLE ER,7555.87
1184637084,ABOU-ISSA,FADI,ATENOLOL,972.51
1184637084,ABOU-ISSA,FADI,ATENOLOL-CHLORTHALIDONE,632.41
1184637084,ABOU-ISSA,FADI,ATORVASTATIN CALCIUM,11085.89
1184637084,ABOU-ISSA,FADI,AVODART,10056.16
1184637084,ABOU-ISSA,FADI,AZATHIOPRINE,161.4
1184637084,ABOU-ISSA,FADI,AZELASTINE HCL,1271.84
1184637084,ABOU-ISSA,FADI,AZITHROMYCIN,831.01
1184637084,ABOU-ISSA,FADI,AZOR,8699.86
1184637084,ABOU-ISSA,FADI,BACLOFEN,2185.8
1184637084,ABOU-ISSA,FADI,BD ULTRA-FINE PEN NEEDLE,2866.84
1184637084,ABOU-ISSA,FADI,BENAZEPRIL HCL,2594.8
1184637084,ABOU-ISSA,FADI,BENAZEPRIL-HYDROCHLOROTHIAZIDE,2011.88
1184637084,ABOU-ISSA,FADI,BENICAR,6940.57
1184637084,ABOU-ISSA,FADI,BENICAR HCT,13113.33
1184637084,ABOU-ISSA,FADI,BENZTROPINE MESYLATE,358.71
1184637084,ABOU-ISSA,FADI,BETHANECHOL CHLORIDE,1195.68
1184637084,ABOU-ISSA,FADI,BICALUTAMIDE,522.13
1184637084,ABOU-ISSA,FADI,BIDIL,2166.12
1184637084,ABOU-ISSA,FADI,BISOPROLOL FUMARATE,291.79
1184637084,ABOU-ISSA,FADI,BISOPROLOL-HYDROCHLOROTHIAZIDE,140.99
1184637084,ABOU-ISSA,FADI,BREO ELLIPTA,10048.28
1184637084,ABOU-ISSA,FADI,BROMOCRIPTINE MESYLATE,6513.12
1184637084,ABOU-ISSA,FADI,BUMETANIDE,618.68
1184637084,ABOU-ISSA,FADI,BUPROPION XL,3951.81
1184637084,ABOU-ISSA,FADI,BUTRANS,10678.14
1184637084,ABOU-ISSA,FADI,BYSTOLIC,23417.81
1184637084,ABOU-ISSA,FADI,CABERGOLINE,769.02
1184637084,ABOU-ISSA,FADI,CALCITRIOL,1250.11
1184637084,ABOU-ISSA,FADI,CALCIUM ACETATE,1945.79
1184637084,ABOU-ISSA,FADI,CARAFATE,2770.12
1184637084,ABOU-ISSA,FADI,CARBAMAZEPINE,3998.69
1184637084,ABOU-ISSA,FADI,CARBAMAZEPINE ER,1146.7
1184637084,ABOU-ISSA,FADI,CARBIDOPA-LEVODOPA,359.53
1184637084,ABOU-ISSA,FADI,CARBIDOPA-LEVODOPA ER,578.53
1184637084,ABOU-ISSA,FADI,CARBINOXAMINE MALEATE,427.0
1184637084,ABOU-ISSA,FADI,CARISOPRODOL,897.53
1184637084,ABOU-ISSA,FADI,CARTIA XT,804.95
1184637084,ABOU-ISSA,FADI,CARVEDILOL,5130.74
1184637084,ABOU-ISSA,FADI,CEFADROXIL,548.51
1184637084,ABOU-ISSA,FADI,CEFPODOXIME PROXETIL,3094.41
1184637084,ABOU-ISSA,FADI,CEFTRIAXONE,1635.1
1184637084,ABOU-ISSA,FADI,CEFUROXIME,3900.64
1184637084,ABOU-ISSA,FADI,CELECOXIB,3959.44
1184637084,ABOU-ISSA,FADI,CEPHALEXIN,169.49
1184637084,ABOU-ISSA,FADI,CHLORDIAZEPOXIDE HCL,88.08
1184637084,ABOU-ISSA,FADI,CHLORPROMAZINE HCL,3684.86
1184637084,ABOU-ISSA,FADI,CHLORTHALIDONE,298.9
1184637084,ABOU-ISSA,FADI,CHOLESTYRAMINE,8689.94
1184637084,ABOU-ISSA,FADI,CILOSTAZOL,1785.77
1184637084,ABOU-ISSA,FADI,CIPROFLOXACIN HCL,993.57
1184637084,ABOU-ISSA,FADI,CITALOPRAM HBR,1137.86
1184637084,ABOU-ISSA,FADI,CLINDAMYCIN HCL,124.02
1184637084,ABOU-ISSA,FADI,CLOBETASOL PROPIONATE,4409.02
1184637084,ABOU-ISSA,FADI,CLONAZEPAM,1572.56
1184637084,ABOU-ISSA,FADI,CLONIDINE,3678.86
1184637084,ABOU-ISSA,FADI,CLONIDINE HCL,1765.71
1184637084,ABOU-ISSA,FADI,CLOPIDOGREL,6570.72
1184637084,ABOU-ISSA,FADI,CLORAZEPATE DIPOTASSIUM,702.17
1184637084,ABOU-ISSA,FADI,CLOTRIMAZOLE,284.6
1184637084,ABOU-ISSA,FADI,CLOTRIMAZOLE-BETAMETHASONE,1671.62
1184637084,ABOU-ISSA,FADI,COLCHICINE,4244.29
1184637084,ABOU-ISSA,FADI,COLCRYS,8556.86
1184637084,ABOU-ISSA,FADI,COLESTIPOL HCL,2116.31
1184637084,ABOU-ISSA,FADI,COMBIVENT RESPIMAT,18409.58
1184637084,ABOU-ISSA,FADI,COREG CR,6626.47
1184637084,ABOU-ISSA,FADI,CREON,12605.59
1184637084,ABOU-ISSA,FADI,CRESTOR,71660.11
1184637084,ABOU-ISSA,FADI,CYCLOBENZAPRINE HCL,363.71
1184637084,ABOU-ISSA,FADI,CYCLOSET,4014.72
1184637084,ABOU-ISSA,FADI,CYPROHEPTADINE HCL,1611.97
1184637084,ABOU-ISSA,FADI,DALIRESP,10408.93
1184637084,ABOU-ISSA,FADI,DEXILANT,52849.92
1184637084,ABOU-ISSA,FADI,DIAZEPAM,353.66
1184637084,ABOU-ISSA,FADI,DICYCLOMINE HCL,564.18
1184637084,ABOU-ISSA,FADI,DIGITEK,395.09
1184637084,ABOU-ISSA,FADI,DIGOX,921.85
1184637084,ABOU-ISSA,FADI,DIGOXIN,904.68
1184637084,ABOU-ISSA,FADI,DILANTIN,1141.7
1184637084,ABOU-ISSA,FADI,DILTIAZEM 24HR CD,1787.66
1184637084,ABOU-ISSA,FADI,DILTIAZEM 24HR ER,1486.58
1184637084,ABOU-ISSA,FADI,DILTIAZEM ER,2377.89
1184637084,ABOU-ISSA,FADI,DILTIAZEM HCL,544.63
1184637084,ABOU-ISSA,FADI,DIOVAN,6665.51
1184637084,ABOU-ISSA,FADI,DIVALPROEX SODIUM,2753.71
1184637084,ABOU-ISSA,FADI,DIVALPROEX SODIUM ER,7613.87
1184637084,ABOU-ISSA,FADI,DONEPEZIL HCL,6422.18
1184637084,ABOU-ISSA,FADI,DOXAZOSIN MESYLATE,6212.03
1184637084,ABOU-ISSA,FADI,DOXEPIN HCL,3880.04
1184637084,ABOU-ISSA,FADI,DOXYCYCLINE HYCLATE,1547.03
1184637084,ABOU-ISSA,FADI,DULERA,7590.96
1184637084,ABOU-ISSA,FADI,DULOXETINE HCL,18430.96
1184637084,ABOU-ISSA,FADI,EASY TOUCH PEN NEEDLE,404.55
1184637084,ABOU-ISSA,FADI,ELIQUIS,10532.57
1184637084,ABOU-ISSA,FADI,ELMIRON,8878.51
1184637084,ABOU-ISSA,FADI,ENALAPRIL MALEATE,4350.9
1184637084,ABOU-ISSA,FADI,ENALAPRIL-HYDROCHLOROTHIAZIDE,172.13
1184637084,ABOU-ISSA,FADI,ENTACAPONE,1901.74
1184637084,ABOU-ISSA,FADI,ENULOSE,293.61
1184637084,ABOU-ISSA,FADI,ESCITALOPRAM OXALATE,5041.64
1184637084,ABOU-ISSA,FADI,ESOMEPRAZOLE MAGNESIUM,9020.89
1184637084,ABOU-ISSA,FADI,ESTRADIOL,1263.13
1184637084,ABOU-ISSA,FADI,ESZOPICLONE,980.81
1184637084,ABOU-ISSA,FADI,ETODOLAC,2430.66
1184637084,ABOU-ISSA,FADI,EXELON,47717.53
1184637084,ABOU-ISSA,FADI,EXFORGE,4175.65
1184637084,ABOU-ISSA,FADI,FAMOTIDINE,598.72
1184637084,ABOU-ISSA,FADI,FELODIPINE ER,1709.18
1184637084,ABOU-ISSA,FADI,FENOFIBRATE,1917.49
1184637084,ABOU-ISSA,FADI,FENOFIBRATE,24962.72
1184637084,ABOU-ISSA,FADI,FENOFIBRATE,490.48
1184637084,ABOU-ISSA,FADI,FENOFIBRIC ACID,5579.93
1184637084,ABOU-ISSA,FADI,FENTANYL,2747.32
1184637084,ABOU-ISSA,FADI,FINASTERIDE,2546.45
1184637084,ABOU-ISSA,FADI,FLOVENT HFA,7864.47
1184637084,ABOU-ISSA,FADI,FLUCONAZOLE,1683.21
1184637084,ABOU-ISSA,FADI,FLUDROCORTISONE ACETATE,566.71
1184637084,ABOU-ISSA,FADI,FLUOXETINE HCL,4085.49
1184637084,ABOU-ISSA,FADI,FLURAZEPAM HCL,228.35
1184637084,ABOU-ISSA,FADI,FLUTICASONE PROPIONATE,4714.08
1184637084,ABOU-ISSA,FADI,FLUVOXAMINE MALEATE,155.94
1184637084,ABOU-ISSA,FADI,FORTEO,30648.77
1184637084,ABOU-ISSA,FADI,FOSINOPRIL SODIUM,413.99
1184637084,ABOU-ISSA,FADI,FUROSEMIDE,8470.32
1184637084,ABOU-ISSA,FADI,GABAPENTIN,5969.72
1184637084,ABOU-ISSA,FADI,GALANTAMINE HBR,799.05
1184637084,ABOU-ISSA,FADI,GEMFIBROZIL,2812.11
1184637084,ABOU-ISSA,FADI,GENTAMICIN SULFATE,982.29
1184637084,ABOU-ISSA,FADI,GLIMEPIRIDE,3473.07
1184637084,ABOU-ISSA,FADI,GLIPIZIDE,1232.15
1184637084,ABOU-ISSA,FADI,GLIPIZIDE ER,335.73
1184637084,ABOU-ISSA,FADI,GLIPIZIDE XL,765.28
1184637084,ABOU-ISSA,FADI,GLUCAGEN,10861.25
1184637084,ABOU-ISSA,FADI,GLYBURIDE,1651.32
1184637084,ABOU-ISSA,FADI,GLYBURIDE-METFORMIN HCL,583.61
1184637084,ABOU-ISSA,FADI,HALOPERIDOL,321.85
1184637084,ABOU-ISSA,FADI,HUMALOG,18140.67
1184637084,ABOU-ISSA,FADI,HUMALOG KWIKPEN U-100,27107.38
1184637084,ABOU-ISSA,FADI,HUMALOG MIX 75-25,17085.69
1184637084,ABOU-ISSA,FADI,HUMIRA,41844.8
1184637084,ABOU-ISSA,FADI,HUMULIN N,5528.27
1184637084,ABOU-ISSA,FADI,HUMULIN N KWIKPEN,3145.54
1184637084,ABOU-ISSA,FADI,HUMULIN R,3153.67
1184637084,ABOU-ISSA,FADI,HYDRALAZINE HCL,3629.37
1184637084,ABOU-ISSA,FADI,HYDROCHLOROTHIAZIDE,1310.29
1184637084,ABOU-ISSA,FADI,HYDROCODONE-ACETAMINOPHEN,39028.41
1184637084,ABOU-ISSA,FADI,HYDROCORTISONE,1724.41
1184637084,ABOU-ISSA,FADI,HYDROXYCHLOROQUINE SULFATE,6857.94
1184637084,ABOU-ISSA,FADI,HYDROXYZINE HCL,1300.96
1184637084,ABOU-ISSA,FADI,HYDROXYZINE PAMOATE,465.76
1184637084,ABOU-ISSA,FADI,IBANDRONATE SODIUM,2519.69
1184637084,ABOU-ISSA,FADI,IMIPRAMINE HCL,185.03
1184637084,ABOU-ISSA,FADI,INSULIN SYRINGE,459.52
1184637084,ABOU-ISSA,FADI,INSULIN SYRINGE,1022.3
1184637084,ABOU-ISSA,FADI,INSULIN SYRINGE,668.68
1184637084,ABOU-ISSA,FADI,IPRATROPIUM BROMIDE,1765.27
1184637084,ABOU-ISSA,FADI,IRBESARTAN,899.6
1184637084,ABOU-ISSA,FADI,ISOSORBIDE DINITRATE,1959.19
1184637084,ABOU-ISSA,FADI,ISOSORBIDE MONONITRATE ER,6083.78
1184637084,ABOU-ISSA,FADI,ISRADIPINE,908.72
1184637084,ABOU-ISSA,FADI,JANTOVEN,379.62
1184637084,ABOU-ISSA,FADI,JANUMET,8160.34
1184637084,ABOU-ISSA,FADI,JANUVIA,45521.21
1184637084,ABOU-ISSA,FADI,KETOCONAZOLE,1511.59
1184637084,ABOU-ISSA,FADI,KIONEX,337.09
1184637084,ABOU-ISSA,FADI,KLOR-CON M20,1589.41
1184637084,ABOU-ISSA,FADI,LABETALOL HCL,3017.57
1184637084,ABOU-ISSA,FADI,LACTULOSE,1130.17
1184637084,ABOU-ISSA,FADI,LAMOTRIGINE,1434.77
1184637084,ABOU-ISSA,FADI,LANSOPRAZOLE,1302.35
1184637084,ABOU-ISSA,FADI,LANTUS,49424.82
1184637084,ABOU-ISSA,FADI,LANTUS SOLOSTAR,110466.53
1184637084,ABOU-ISSA,FADI,LATANOPROST,287.99
1184637084,ABOU-ISSA,FADI,LEFLUNOMIDE,5829.94
1184637084,ABOU-ISSA,FADI,LEVEMIR,14118.55
1184637084,ABOU-ISSA,FADI,LEVEMIR FLEXTOUCH,92257.24
1184637084,ABOU-ISSA,FADI,LEVETIRACETAM,3252.73
1184637084,ABOU-ISSA,FADI,LEVOCETIRIZINE DIHYDROCHLORIDE,1208.47
1184637084,ABOU-ISSA,FADI,LEVOFLOXACIN,1353.77
1184637084,ABOU-ISSA,FADI,LEVOTHYROXINE SODIUM,24539.59
1184637084,ABOU-ISSA,FADI,LIDOCAINE,13500.44
1184637084,ABOU-ISSA,FADI,LIDOCAINE HCL,210.19
1184637084,ABOU-ISSA,FADI,LIDOCAINE HCL VISCOUS,85.37
1184637084,ABOU-ISSA,FADI,LINZESS,30007.11
1184637084,ABOU-ISSA,FADI,LIOTHYRONINE SODIUM,630.61
1184637084,ABOU-ISSA,FADI,LISINOPRIL,3005.75
1184637084,ABOU-ISSA,FADI,LISINOPRIL-HYDROCHLOROTHIAZIDE,960.24
1184637084,ABOU-ISSA,FADI,LITHIUM CARBONATE,90.44
1184637084,ABOU-ISSA,FADI,LORAZEPAM,1171.19
1184637084,ABOU-ISSA,FADI,LOSARTAN POTASSIUM,5450.06
1184637084,ABOU-ISSA,FADI,LOSARTAN-HYDROCHLOROTHIAZIDE,1604.2
1184637084,ABOU-ISSA,FADI,LOVASTATIN,1592.92
1184637084,ABOU-ISSA,FADI,LUMIGAN,2857.09
1184637084,ABOU-ISSA,FADI,LYRICA,42957.11
1184637084,ABOU-ISSA,FADI,MECLIZINE HCL,1656.22
1184637084,ABOU-ISSA,FADI,MEDROXYPROGESTERONE ACETATE,553.85
1184637084,ABOU-ISSA,FADI,MELOXICAM,458.97
1184637084,ABOU-ISSA,FADI,MEMANTINE HCL,16923.42
1184637084,ABOU-ISSA,FADI,METFORMIN HCL,4826.91
1184637084,ABOU-ISSA,FADI,METFORMIN HCL ER,221.17
1184637084,ABOU-ISSA,FADI,METHADONE HCL,566.21
1184637084,ABOU-ISSA,FADI,METHIMAZOLE,252.7
1184637084,ABOU-ISSA,FADI,METHOTREXATE,2862.01
1184637084,ABOU-ISSA,FADI,METOCLOPRAMIDE HCL,2308.3
1184637084,ABOU-ISSA,FADI,METOLAZONE,606.24
1184637084,ABOU-ISSA,FADI,METOPROLOL SUCCINATE,19421.49
1184637084,ABOU-ISSA,FADI,METOPROLOL TARTRATE,3760.9
1184637084,ABOU-ISSA,FADI,METRONIDAZOLE,1527.62
1184637084,ABOU-ISSA,FADI,MIDODRINE HCL,2121.58
1184637084,ABOU-ISSA,FADI,MINOXIDIL,202.25
1184637084,ABOU-ISSA,FADI,MIRTAZAPINE,2104.3
1184637084,ABOU-ISSA,FADI,MOEXIPRIL-HYDROCHLOROTHIAZIDE,313.56
1184637084,ABOU-ISSA,FADI,MONTELUKAST SODIUM,5940.03
1184637084,ABOU-ISSA,FADI,MUPIROCIN,922.6
1184637084,ABOU-ISSA,FADI,MYRBETRIQ,15387.87
1184637084,ABOU-ISSA,FADI,NADOLOL,3207.98
1184637084,ABOU-ISSA,FADI,NAMENDA,69098.86
1184637084,ABOU-ISSA,FADI,NAMENDA XR,39905.82
1184637084,ABOU-ISSA,FADI,NAPROXEN,166.93
1184637084,ABOU-ISSA,FADI,NASONEX,8059.79
1184637084,ABOU-ISSA,FADI,NEXIUM,182796.0
1184637084,ABOU-ISSA,FADI,NIACIN ER,6055.67
1184637084,ABOU-ISSA,FADI,NIFEDICAL XL,513.82
1184637084,ABOU-ISSA,FADI,NIFEDIPINE ER,512.77
1184637084,ABOU-ISSA,FADI,NITROFURANTOIN,2114.92
1184637084,ABOU-ISSA,FADI,NITROFURANTOIN MONO-MACRO,881.69
1184637084,ABOU-ISSA,FADI,NITROSTAT,881.33
1184637084,ABOU-ISSA,FADI,NORTRIPTYLINE HCL,428.9
1184637084,ABOU-ISSA,FADI,NOVOFINE 32,1293.2
1184637084,ABOU-ISSA,FADI,NOVOFINE AUTOCOVER,5246.12
1184637084,ABOU-ISSA,FADI,NOVOLIN 70-30,12315.72
1184637084,ABOU-ISSA,FADI,NOVOLIN N,6660.36
1184637084,ABOU-ISSA,FADI,NOVOLOG,19933.3
1184637084,ABOU-ISSA,FADI,NOVOLOG FLEXPEN,63649.76
1184637084,ABOU-ISSA,FADI,NOVOLOG MIX 70-30,12420.45
1184637084,ABOU-ISSA,FADI,NOVOLOG MIX 70-30 FLEXPEN,5572.82
1184637084,ABOU-ISSA,FADI,NYSTATIN,1555.83
1184637084,ABOU-ISSA,FADI,NYSTOP,616.13
1184637084,ABOU-ISSA,FADI,OLANZAPINE,3475.5
1184637084,ABOU-ISSA,FADI,OMEGA-3 ACID ETHYL ESTERS,4752.75
1184637084,ABOU-ISSA,FADI,OMEPRAZOLE,6708.64
1184637084,ABOU-ISSA,FADI,ONDANSETRON HCL,767.1
1184637084,ABOU-ISSA,FADI,ONDANSETRON ODT,775.81
1184637084,ABOU-ISSA,FADI,ONGLYZA,9625.48
1184637084,ABOU-ISSA,FADI,OXANDROLONE,2926.51
1184637084,ABOU-ISSA,FADI,OXCARBAZEPINE,634.8
1184637084,ABOU-ISSA,FADI,OXYBUTYNIN CHLORIDE,613.12
1184637084,ABOU-ISSA,FADI,OXYBUTYNIN CHLORIDE ER,1446.91
